YEAR,FIPS,mean_25,PERWT_25,mean_30,PERWT_30,mean_35,PERWT_35,mean_40,PERWT_40,med_price,med_income_25,med_income_30,med_income_35,med_income_40,med_income_25_log,med_income_30_log,med_income_35_log,med_income_40_log,med_income_ratio_25_log,med_income_ratio_30_log,med_income_ratio_35_log,med_income_ratio_40_log,employed,white,married,med_price_norm,med_income_ratio_25_log_norm,med_income_ratio_30_log_norm,med_income_ratio_35_log_norm,med_income_ratio_40_log_norm,med_income_25_log_norm,med_income_30_log_norm,med_income_35_log_norm,med_income_40_log_norm,income_norm,white_norm,employed_norm,married_norm
2006,01097,0.34375,4304,0.771428571428571,4982,0.795454545454545,4960,0.72972972972973,4157,107050,41500,50700,56800,59000,10.6334487062188,10.8336811895793,10.9472916047092,10.9852927228879,0.947602587799039,0.747370104438554,0.633759689308586,0.595758571129973,0.925948223961469,0.652316972854401,0.412393748286263,-0.93181180229898,-0.334598881855807,-0.710420488645987,-0.708893276061073,-0.693567203610022,-1.23878573573015,-1.13025273620981,-0.966283674240774,-1.08860070838572,-1.08860070838572,-1.06371508733458,-0.270541949556692,-0.466731663951054
2006,01081,0.361111111111111,2976,0.789473684210526,2482,0.714285714285714,1386,0.730769230769231,1753,168950,31325,42400,71000,52000,10.3521717797643,10.65490364122,11.1704351560235,10.8589989975636,1.68518631237817,1.38245445092239,0.866922936118984,1.17835909457887,0.942956926658906,0.762732174955063,0.396045536249251,-0.400411562645772,1.39310599215815,0.905724823424736,-0.149284485832465,0.754124052661545,-2.01670714619051,-1.77874369418036,-0.23634864005961,-1.52975591215245,-1.52975591215245,-0.237590722873681,0.356156328545963,-0.804638902818775
2006,01125,0.285714285714286,2839,0.714285714285714,2606,0.791666666666667,2199,0.766666666666667,2581,137100,35100,50030,50150,67500,10.465956409454,10.8203781044823,10.8227737933901,11.1198828768606,1.36250945609645,1.00808776106816,1.00569207216032,0.708582988689785,0.958133971291866,0.715645449137418,0.430696014277216,-0.673838018751663,0.637272642327208,-0.0469533116184706,0.183771557105178,-0.41321228420769,-1.70201549788276,-1.17850784697573,-1.37359955823615,-0.61846534221144,-0.61846534221144,-0.589892676776577,0.915365805444916,-0.0884353614548399
2006,01073,0.465116279069768,9377,0.6,9030,0.707692307692308,7033,0.779220779220779,9546,121300,43900,66000,65500,57000,10.6896695990633,11.0974100210086,11.0898054216233,10.9508065468167,1.01635249586888,0.608612073923579,0.616216673308798,0.755215548115454,0.933262711864407,0.606543336759164,0.403905447070915,-0.809478144543597,-0.173560145096735,-1.06352813768588,-0.75099779336772,-0.297336060584579,-1.08329684863872,-0.173612687682127,-0.500100236683119,-1.20906398550219,-1.20906398550219,-1.40619252983174,-0.00103421251660491,-0.642179500072958
2006,01117,0.363636363636364,2864,0.714285714285714,1682,0.833333333333333,2317,0.88,1985,190900,35000,57900,67050,93000,10.4631033404715,10.9664726635611,11.1131938887098,11.4403547721354,1.69640166924229,1.19303234615275,1.04631112100401,0.719150237578446,0.971786833855799,0.897914379802415,0.517014270032931,-0.211974805612042,1.41937667312933,0.423688620956616,0.281260235507989,-0.386953959329439,-1.7099061680309,-0.648569935639392,-0.423593156726427,0.500971461940355,0.500971461940355,0.773839867672438,1.41841566246186,1.69570858041827
2006,01055,0.8,1211,0.857142857142857,701,0.769230769230769,1566,0.785714285714286,1145,101400,66600,48200,50000,29700,11.1064598565285,10.7831143000387,10.8197782844103,10.2989023247908,0.420368513610739,0.743714070100528,0.707050085728937,1.22792604534843,0.939732142857143,0.847441860465116,0.472558139534884,-0.980316024496728,-1.56958394099758,-0.719724265048105,-0.532990981693389,0.877291880943501,0.0694108015776696,-1.31367717032204,-1.38339830409585,-3.48622335478802,-3.48622335478802,0.396205473431572,0.237336775299103,0.776828382796114
2006,01003,0.611111111111111,3492,0.736842105263158,2944,0.705882352941177,1835,0.909090909090909,1207,200350,45350,39600,63030,52800,10.7221654555433,10.5865843972426,11.0513660825072,10.8742664696944,1.48565566052101,1.62123671882172,1.15645503355713,1.33355464636994,0.951683748169839,0.917127071823204,0.526243093922652,-0.130848274679524,0.925728434545283,1.51337142187691,0.545613655260372,1.13976607373308,-0.993423772927537,-2.0265623513965,-0.625840909655405,-1.47642527548331,-1.47642527548331,0.917588850450983,0.677702545885352,1.88646255348346
2006,02020,0.555555555555556,3295,0.5,3165,0.821428571428571,4552,0.518518518518519,4258,295850,81900,59030,86350,66700,11.3132542698412,10.9858010682347,11.3661640835748,11.1079602319037,1.28435357826368,1.61180677987011,1.23144376453002,1.48964761620113,0.94392523364486,0.724957555178268,0.439162422184493,0.689001852733744,0.454201505363652,1.4893743705968,0.725592076364778,1.52763806919979,0.641337563247305,-0.578458807156574,0.403909169682234,-0.660112200374006,-0.660112200374006,-0.52021968303631,0.391834318311969,0.0865599537881437
2006,04013,0.497959183673469,67527,0.629001883239171,66643,0.738013698630137,68592,0.770212765957447,52995,298300,57450,63000,72000,71000,10.9586702832769,11.0508900053737,11.1844213979982,11.1704351560235,1.64718468722594,1.55496496512917,1.42143357250465,1.43541981447939,0.957326138428501,0.80802825771474,0.433339722351524,0.710034657049582,1.30409156463208,1.34472487178335,1.18158146599146,1.39288859466336,-0.339327571400079,-0.342357643526683,-0.190597606907312,-0.441881739521072,-0.441881739521072,0.101313674985331,0.885600603861251,-0.0337915818329943
2006,04027,0.518518518518519,2837,0.68,2752,0.730769230769231,2841,0.777777777777778,1487,179250,52000,40000,59705,39250,10.8589989975636,10.5966347330961,10.9971710479675,10.5777067232106,1.2375377608983,1.49990202536579,1.09936571049438,1.51883003525131,0.908847184986595,0.700733752620545,0.469601677148847,-0.311987936338372,0.344540848345682,1.20460220546334,0.40859511802883,1.60015282192557,-0.614986254612596,-1.99010614095297,-0.803120755549139,-2.51233481931165,-2.51233481931165,-0.70146169602091,-0.900642426351725,0.715720168673356
2006,04019,0.38655462184874,16008,0.639175257731959,10157,0.669565217391304,12825,0.741379310344828,13443,246900,51550,58000,55700,65000,10.8503074894451,10.9681982895286,10.9277354259154,11.0821425488778,1.56643118588816,1.44854038580471,1.4890032494179,1.3345961264555,0.94309660344067,0.750547959503184,0.434401419476046,0.268775007321394,1.11493579396405,1.07389850688145,1.34375361649471,1.1423540247437,-0.639024167497114,-0.642310464878024,-1.03025478141498,-0.750295661087097,-0.750295661087097,-0.32875278258229,0.361302823265756,-0.0118469714346828
2006,04025,0.571428571428571,1002,0.5,2435,0.5,2508,0.866666666666667,2200,298650,28000,62000,41800,65400,10.2399597891573,11.0348896640272,10.6406516185128,11.0882775374453,2.36706780900311,1.57213793413322,1.9663759796476,1.51875006071516,0.972292191435768,0.903384279475983,0.518013100436681,0.713039343380416,2.99033481643987,1.38842617461643,2.48948297009737,1.59995409495563,-2.32704938116804,-0.400396680211312,-1.96934769956142,-0.728865600926474,-0.728865600926474,0.814765549150349,1.43703593767193,1.71635377532181
2006,04005,0.333333333333333,1944,0.833333333333333,805,0.4375,1585,0.75,1469,347500,66000,81000,41500,59020,11.0974100210086,11.3022044336546,10.6334487062188,10.9856316484969,1.66110992297842,1.45631551033241,2.12507123776819,1.77288829549005,0.953255425709516,0.690376569037657,0.422594142259414,1.13240770698396,1.33670982460669,1.09368443157912,2.87036315866369,2.23145661779909,0.0443818704782393,0.56925086572656,-1.99290947403621,-1.08741681111965,-1.08741681111965,-0.778953939319236,0.735612171643969,-0.255895949621732
2006,05007,0.366666666666667,4372,0.772727272727273,4086,0.8125,3307,0.85,2519,153650,40562,48850,67150,61020,10.6105869467141,10.7965096574709,11.1146842019514,11.0189569582707,1.33184562084455,1.1459229100877,0.827748365607247,0.92347560928797,0.957399103139013,0.900614182021217,0.501954215522055,-0.531759279393657,0.565446142019205,0.303805813779342,-0.243306310934364,0.120769673164449,-1.30201400128213,-1.26508735435626,-0.418718125202946,-0.971008543123214,-0.971008543123214,0.794039734626852,0.888289042788901,1.38442674571693
2006,05119,0.348837209302326,6185,0.41025641025641,5299,0.63265306122449,5941,0.777777777777778,5172,118400,45300,44000,67400,62800,10.7210623114711,10.6919449129004,11.1184002969004,11.0477103524563,0.960761689960917,0.989879088531644,0.563423704531644,0.634113648975752,0.942875481386393,0.657628226069912,0.421430904933028,-0.834374116999078,-0.303775201526232,-0.0932902445342974,-0.877704767104382,-0.598259512325702,-0.996474714230724,-1.64438157781342,-0.406562237758948,-0.870570382491122,-0.870570382491122,-1.02397639552696,0.353155417015469,-0.279939331993884
