fips,year,dom,zhvi,sales,dailylistings,monthlylistings,saletolist,zori
39017,2014,102.833333333333,137008.333333333,5226,1450.91666666667,1808.66666666667,0.939761284549838,950.895509085681
39017,2015,103.666666666667,141491.666666667,5695,1323.08333333333,1695.66666666667,0.945717153189017,940.855597984484
39017,2016,89,150516.666666667,5988,1054.83333333333,1400.08333333333,0.961634702100331,982.681916709205
39017,2017,74.8333333333333,159808.333333333,6306,831.833333333333,1145,0.969193920046047,1001.26447607197
39017,2018,69.8333333333333,171283.333333333,6878,741.25,1050.83333333333,0.970276103113298,1036.72050361677
39017,2019,,,,,,,1069.99585225118
39019,1997,,52175,,,,,
39019,1998,,58150,,,,,
39019,1999,,61641.6666666667,,,,,
39019,2000,,65183.3333333333,,,,,
39019,2001,,67633.3333333333,,,,,
39019,2002,,72033.3333333333,,,,,
39019,2003,,73966.6666666667,,,,,
39019,2004,,75791.6666666667,,,,,
39019,2005,,83225,,,,,
39019,2006,,84991.6666666667,,,,,
39019,2007,,81175,,,,,
39019,2008,,79466.6666666667,,,,,
39019,2009,,78383.3333333333,,,,,
39019,2010,,80658.3333333333,,,,,
39019,2011,,77875,,,,,
39019,2012,,77533.3333333333,,,,,
39019,2013,,80333.3333333333,,102.416666666667,124.833333333333,,
39019,2014,,86325,,118.25,143.166666666667,,
39019,2015,,86200,,121.916666666667,146.083333333333,,
39019,2016,,87600,,145.416666666667,173.75,,
39019,2017,,94991.6666666667,,152.583333333333,180.166666666667,0.93096493945772,
39019,2018,,103150,,124.833333333333,147.333333333333,0.931065052947694,
39021,2009,,,460,,,,
39021,2010,,,501,,,,
39021,2011,,,466,,,,
39021,2012,,,525,,,,
39021,2013,,,559,276.666666666667,319.5,,
39021,2014,,,575,259.833333333333,303.75,0.936884550130369,
39021,2015,,,641,230.833333333333,276.916666666667,0.941599033627176,
39021,2016,,,653,183.333333333333,225.166666666667,0.94824442033365,
39021,2017,,,372,105.666666666667,141.083333333333,0.956583997668428,
39021,2018,,,714,82.9166666666667,113.666666666667,0.968914291228116,
39023,1997,,75391.6666666667,,,,,
39023,1998,,79691.6666666667,,,,,
39023,1999,,83616.6666666667,,,,,
39023,2000,,85933.3333333333,,,,,
39023,2001,,89158.3333333333,,,,,
39023,2002,,90933.3333333333,,,,,
39023,2003,,92850,,,,,
39023,2004,,96350,,,,,
39023,2005,,99691.6666666667,,,,,
39023,2006,,103158.333333333,,,,,
39023,2007,,100808.333333333,,,,,
39023,2008,,95566.6666666667,,,,,
39023,2009,,92800,1714,,,,
39023,2010,108.416666666667,88558.3333333333,1723,,,,
39023,2011,118.791666666667,84958.3333333333,1698,,,0.909327022557325,
39023,2012,108.333333333333,83400,1705,,,0.923487965270422,
39023,2013,99.5416666666667,85016.6666666667,1960,751.333333333333,901.25,0.938462490346668,
39023,2014,119.666666666667,86283.3333333333,1971,730.583333333333,872.833333333333,0.934987502090756,
39023,2015,105.5,88608.3333333333,2078,646.25,789.25,0.941825289461951,
39023,2016,101.75,91266.6666666667,2208,536.5,675.916666666667,0.954675551255323,
39023,2017,83.75,97016.6666666667,2234,432.583333333333,557.75,0.959013907736687,
39023,2018,75.7083333333333,104808.333333333,2391,373,494.666666666667,0.968104710030496,
39025,1997,,103275,,,,,
39025,1998,,109125,,,,,
39025,1999,,118500,,,,,
39025,2000,,124391.666666667,,,,,
39025,2001,,128925,,,,,
39025,2002,,133358.333333333,,,,,
39025,2003,,137341.666666667,,,,,
39025,2004,,143441.666666667,,,,,
39025,2005,,147208.333333333,,,,,
39025,2006,,154566.666666667,,,,,
39025,2007,,152625,,,,,
39025,2008,,143575,,,,,
39025,2009,,136716.666666667,,,,,
39025,2010,,137850,,,,0.914851919938596,
39025,2011,,133075,,,,0.898882782239852,
39025,2012,,133025,,,,0.919921090295947,
39025,2013,,135041.666666667,,763.5,948.083333333333,0.9328422871638,
39025,2014,,138608.333333333,,731.416666666667,930.083333333333,0.936675076468028,
39025,2015,100.125,144200,,689.75,889.25,0.948433422519975,
39025,2016,92.5416666666667,149583.333333333,,559,747.416666666667,0.957290607226367,
39025,2017,76.4166666666667,162716.666666667,,436,603.75,0.964601199604785,
39025,2018,66,170933.333333333,,410.166666666667,573.916666666667,0.971676860151992,
39025,2019,,,,,,,1241
39027,1997,,70491.6666666667,,,,,
39027,1998,,76066.6666666667,,,,,
39027,1999,,91716.6666666667,,,,,
39027,2000,,99866.6666666667,,,,,
39027,2001,,99666.6666666667,,,,,
39027,2002,,103375,,,,,
39027,2003,,106891.666666667,,,,,
39027,2004,,112183.333333333,,,,,
39027,2005,,116891.666666667,,,,,
39027,2006,,132666.666666667,,,,,
39027,2007,,146208.333333333,,,,,
39027,2008,,142583.333333333,,,,,
39027,2009,,135516.666666667,289,,,,
39027,2010,,115475,288,,,,
39027,2011,,108000,268,,,,
39027,2012,,105425,268,,,,
39027,2013,,110866.666666667,427,81.5833333333333,102.666666666667,,
39027,2014,,111241.666666667,469,82.6666666666667,103.833333333333,,
39027,2015,,115358.333333333,632,140.25,184.5,,
39027,2016,,121733.333333333,499,122.583333333333,162.666666666667,,
39027,2017,,124575,540,112.416666666667,152.5,,
39027,2018,,132250,736,104.083333333333,143.833333333333,,
39029,1997,,58175,,,,,
39029,1998,,61725,,,,,
39029,1999,,64383.3333333333,,,,,
39029,2000,,66583.3333333333,,,,,
39029,2001,,67858.3333333333,,,,,
39029,2002,,69308.3333333333,,,,,
39029,2003,,73533.3333333333,,,,,
39029,2004,,75541.6666666667,,,,,
39029,2005,,76675,,,,,
39029,2006,,77525,,,,,
39029,2007,,77316.6666666667,,,,,
39029,2008,,75191.6666666667,,,,,
39029,2009,,74491.6666666667,,,,,
39029,2010,,70633.3333333333,,,,,
39029,2011,,65125,,,,,
39029,2012,,69058.3333333333,,,,,
39029,2013,,69133.3333333333,,403.083333333333,476.75,,
39029,2014,,72033.3333333333,,376.75,450.75,,
39029,2015,,74650,,371.666666666667,439.333333333333,,
39029,2016,,74650,,442.416666666667,519.5,0.925736604786055,
39029,2017,,79900,,447.666666666667,527.666666666667,0.936505630685062,
39029,2018,,84475,,395.583333333333,469.583333333333,0.938227782921635,
39031,1997,,54775,,,,,
39031,1998,,59633.3333333333,,,,,
39031,1999,,64075,,,,,
39031,2000,,67016.6666666667,,,,,
39031,2001,,70725,,,,,
39031,2002,,73408.3333333333,,,,,
39031,2003,,76625,,,,,
39031,2004,,71708.3333333333,,,,,
39031,2005,,79116.6666666667,,,,,
39031,2006,,78366.6666666667,,,,,
39031,2007,,74975,,,,,
39031,2008,,74575,,,,,
39031,2009,,74091.6666666667,375,,,,
39031,2010,,74133.3333333333,390,,,,
39031,2011,,73566.6666666667,397,,,,
39031,2012,,71108.3333333333,431,,,,
39031,2013,,74058.3333333333,503,104,126.416666666667,,
39031,2014,,75500,499,106.166666666667,125.333333333333,,
39031,2015,,80691.6666666667,489,103,126.416666666667,,
39031,2016,,82700,523,133.25,158.25,,
39031,2017,,86600,585,155.916666666667,184.416666666667,,
39031,2018,,89925,758,145.333333333333,175.583333333333,,
39033,2010,,,,,,,
39033,2011,,,,,,,
39033,2012,,,,,,,
39033,2013,,,,,261.666666666667,,
39033,2014,,,,,223.583333333333,,
39033,2015,,,,,236.416666666667,,
39033,2016,,,,,231.666666666667,,
39033,2017,,,,,181.25,,
39033,2018,,,,,154.75,,
39035,1997,,101950,,,,,
39035,1998,,107075,,,,,
39035,1999,,112566.666666667,,,,,
39035,2000,,116766.666666667,,,,,
39035,2001,,120158.333333333,,,,,
39035,2002,,123550,,,,,
39035,2003,,128658.333333333,,,,,
39035,2004,,132700,,,,,
39035,2005,,135941.666666667,,,,,
39035,2006,,134275,,,,,
39035,2007,,129175,,,,,
39035,2008,,118383.333333333,,,,,
39035,2009,,111875,15372,,,,
39035,2010,128.041666666667,110633.333333333,12338,,,0.891539273325798,
39035,2011,133.458333333333,102508.333333333,12049,,,0.870493548407067,
39035,2012,124.583333333333,97433.3333333333,14080,,,0.888969307713376,
39035,2013,114.041666666667,98966.6666666667,16613,6591.41666666667,7977.58333333333,0.911014000742096,
39035,2014,107.125,101300,15479,6192.66666666667,7524.41666666667,0.922393577344481,976.004291448534
39035,2015,103.75,102766.666666667,18209,6303.08333333333,7747,0.927553843793057,995.8080740031
39035,2016,97.5833333333333,109816.666666667,21004,5538.41666666667,6946.75,0.938871843022371,1045.73903244751
39035,2017,83.25,119100,21451,5254.83333333333,6593.58333333333,0.951917285228646,1036.98659118081
39035,2018,75.0833333333333,127391.666666667,21335,4827,6150,0.955416866045192,1055.34470139218
39035,2019,,,,,,,1080.27838639462
39037,2009,,,676,,,,
39037,2010,,,663,,,,
39037,2011,,,633,,,,
39037,2012,,,633,,,,
39037,2013,,,743,192.333333333333,228.083333333333,,
39037,2014,,,711,182.583333333333,218.5,,
39037,2015,,,790,242.25,297.166666666667,,
39037,2016,,,807,221.583333333333,261.833333333333,,
39037,2017,,,801,159.166666666667,194.5,,
39037,2018,,,754,144.666666666667,179,,
39039,1997,,,,,,,
39039,1998,,,,,,,
39039,1999,,,,,,,
39039,2000,,,,,,,
39039,2001,,,,,,,
39039,2002,,,,,,,
39039,2003,,,,,,,
39039,2004,,,,,,,
39039,2005,,,,,,,
39039,2006,,,,,,,
39039,2007,,,,,,,
39039,2008,,,,,,,
39039,2009,,,393,,,,
39039,2010,,,371,,,,
39039,2011,,83500,395,,,,
39039,2012,,86625,427,,,,
39039,2013,,90166.6666666667,529,140.916666666667,171.166666666667,,
39039,2014,,88208.3333333333,485,165.333333333333,202.916666666667,,
39039,2015,,90825,519,220.75,262.916666666667,,
39039,2016,,95850,615,178.75,217.416666666667,0.943925099446136,
39039,2017,,97100,591,125.666666666667,157.916666666667,0.954300495137118,
39039,2018,79.125,103350,665,101.416666666667,131.666666666667,0.964763690667684,
39041,2009,,,,,,,
39041,2010,149.791666666667,,,,,0.919272786021012,
39041,2011,125.75,,,,,0.928691131838264,
39041,2012,125.166666666667,,,,,0.942868944087251,
39041,2013,95.5416666666667,,,1079.5,1356.91666666667,0.960650308187892,
39041,2014,86.125,,,968.666666666667,1221.25,0.967518815625554,
39041,2015,85.2083333333333,,,953.5,1221.25,0.969299799438106,
39041,2016,83.375,,,860.666666666667,1095.75,0.975286834120769,
39041,2017,71.2916666666667,,,684.833333333333,893,0.979422514464376,
39041,2018,69.2916666666667,,3803,605.25,823.333333333333,0.983822172302865,1379.25
39041,2019,,,,,,,1430.91666666667
39043,1997,,85658.3333333333,,,,,
39043,1998,,90925,,,,,
39043,1999,,98458.3333333333,,,,,
39043,2000,,99525,,,,,
39043,2001,,107200,,,,,
39043,2002,,111116.666666667,,,,,
39043,2003,,114483.333333333,,,,,
39043,2004,,116791.666666667,,,,,
39043,2005,,121116.666666667,,,,,
39043,2006,,119800,,,,,
39043,2007,,119916.666666667,,,,,
39043,2008,,114733.333333333,,,,,
39043,2009,,110533.333333333,896,,,,
39043,2010,,106583.333333333,738,,,,
39043,2011,,103691.666666667,901,,,,
39043,2012,,104975,867,,,,
39043,2013,,106875,1021,419.916666666667,,,
39043,2014,,109466.666666667,1039,404.833333333333,,0.910756989022389,
39043,2015,,108500,1122,477.333333333333,,0.930670347040491,
39043,2016,,109591.666666667,1222,534.25,,0.929104244855539,
39043,2017,,115391.666666667,1391,418.833333333333,,0.940075102378137,
39043,2018,,121325,1297,344.5,,0.946754508432957,
39045,1997,,108100,,,,,
39045,1998,,112458.333333333,,,,,
39045,1999,,117275,,,,,
39045,2000,,123358.333333333,,,,,
39045,2001,,129000,,,,,
39045,2002,,135033.333333333,,,,,
39045,2003,,138800,,,,,
39045,2004,,144291.666666667,,,,,
39045,2005,,149000,,,,,
39045,2006,,150008.333333333,,,,,
39045,2007,,151466.666666667,,,,,
39045,2008,,143483.333333333,,,,,
39045,2009,,137100,,,,,
39045,2010,,134566.666666667,,,,,
39045,2011,,132991.666666667,,,,,
39045,2012,,133033.333333333,,,,,
39045,2013,113.208333333333,137041.666666667,,781.5,958.583333333333,0.945391821142198,
39045,2014,105.708333333333,138950,,668.666666666667,831,0.952411696493614,
39045,2015,98.9166666666667,146391.666666667,,533.666666666667,681.25,0.963655890961961,
39045,2016,89,152741.666666667,,491.5,646,0.974212943464539,
39045,2017,73.8333333333333,165150,,396.75,538.083333333333,0.977238407483046,
39045,2018,66.7083333333333,179675,2977,335.416666666667,481.166666666667,0.981507335363963,
39047,1997,,67191.6666666667,,,,,
39047,1998,,73208.3333333333,,,,,
39047,1999,,77133.3333333333,,,,,
39047,2000,,81233.3333333333,,,,,
39047,2001,,86591.6666666667,,,,,
39047,2002,,89341.6666666667,,,,,
39047,2003,,92783.3333333333,,,,,
39047,2004,,98200,,,,,
39047,2005,,99108.3333333333,,,,,
39047,2006,,104141.666666667,,,,,
39047,2007,,103291.666666667,,,,,
39047,2008,,99666.6666666667,,,,,
39047,2009,,96108.3333333333,395,,,,
39047,2010,,90616.6666666667,490,,,,
39047,2011,,83466.6666666667,388,,,,
39047,2012,,79608.3333333333,473,,,,
39047,2013,,81408.3333333333,483,123.25,151.166666666667,,
39047,2014,,86058.3333333333,471,119.833333333333,144.75,,
39047,2015,,88158.3333333333,452,89.5833333333333,117.916666666667,,
39047,2016,,92850,545,85.5833333333333,111.25,,
39047,2017,,99200,510,64.5,86.6666666666667,,
39047,2018,,104950,635,69.4166666666667,96.5,,
39049,1997,,109300,,,,,
39049,1998,,113991.666666667,,,,,
39049,1999,,118416.666666667,,,,,
39049,2000,,123858.333333333,,,,,
39049,2001,,128683.333333333,,,,,
39049,2002,,134925,,,,,
39049,2003,,140291.666666667,,,,,
39049,2004,,144950,,,,,
39049,2005,,148750,,,,,
39049,2006,,149950,,,,,
39049,2007,,147000,,,,,
39049,2008,,141158.333333333,,,,,
39049,2009,,136183.333333333,15493,,,,
39049,2010,111.791666666667,134841.666666667,14777,,,0.918760924261617,
39049,2011,117.75,127633.333333333,14276,,,0.915164516385569,
39049,2012,106.416666666667,125108.333333333,13792,,,0.933466855255963,
39049,2013,89.4166666666667,129141.666666667,17926,5378.25,6827.33333333333,0.953240609428272,
39049,2014,83.4583333333333,134508.333333333,18222,4439.41666666667,5799,0.959341772200768,1017.21070570223
39049,2015,79.7083333333333,143216.666666667,19901,3739.33333333333,5029.41666666667,0.96691679192221,1030.69068387833
39049,2016,75.6666666666667,153791.666666667,21269,3100.08333333333,4273,0.980950502606586,1062.59260559565
39049,2017,63.75,169766.666666667,23111,2223.5,3222.91666666667,0.988205944221814,1090.77001479627
39049,2018,57.2083333333333,185275,22712,1991,3065.66666666667,0.988711313797963,1132.19803339149
39049,2019,,,,,,,1172.98589559255
39051,1997,,84175,,,,,
39051,1998,,88775,,,,,
39051,1999,,92308.3333333333,,,,,
39051,2000,,95741.6666666667,,,,,
39051,2001,,100750,,,,,
39051,2002,,105033.333333333,,,,,
39051,2003,,110908.333333333,,,,,
39051,2004,,115116.666666667,,,,,
39051,2005,,119683.333333333,,,,,
39051,2006,,123491.666666667,,,,,
39051,2007,,119208.333333333,,,,,
39051,2008,,113375,,,,,
39051,2009,,109600,409,,,,
39051,2010,,107891.666666667,409,,,,
39051,2011,,103800,434,,,,
39051,2012,,104283.333333333,439,,,,
39051,2013,,106658.333333333,471,108,134.25,,
39051,2014,,112383.333333333,422,146,176.416666666667,,
39051,2015,,113500,628,150,183.416666666667,,
39051,2016,,120416.666666667,559,115.75,146.75,,
39051,2017,,126900,545,109.583333333333,142.083333333333,,
39051,2018,,133125,539,93.5,122.416666666667,0.954109552321509,
39053,1997,,53150,,,,,
39053,1998,,53241.6666666667,,,,,
39053,1999,,59883.3333333333,,,,,
39053,2000,,64950,,,,,
39053,2001,,69483.3333333333,,,,,
39053,2002,,71191.6666666667,,,,,
39053,2003,,74241.6666666667,,,,,
39053,2004,,73575,,,,,
39053,2005,,84150,,,,,
39053,2006,,86158.3333333333,,,,,
39053,2007,,86491.6666666667,,,,,
39053,2008,,84908.3333333333,,,,,
39053,2009,,82941.6666666667,242,,,,
39053,2010,,82833.3333333333,201,,,,
39053,2011,,81316.6666666667,227,,,,
39053,2012,,86750,275,,,,
39053,2013,,83925,266,,,,
39053,2014,,83733.3333333333,213,,,,
39053,2015,,85900,191,,,,
39053,2016,,87975,250,,,,
39053,2017,,89858.3333333333,357,,,,
39053,2018,,92375,347,,,,
39055,1997,,150841.666666667,,,,,
39055,1998,,167641.666666667,,,,,
39055,1999,,161708.333333333,,,,,
39055,2000,,172891.666666667,,,,,
39055,2001,,179066.666666667,,,,,
39055,2002,,185341.666666667,,,,,
39055,2003,,191491.666666667,,,,,
39055,2004,,197683.333333333,,,,,
39055,2005,,206791.666666667,,,,,
39055,2006,,210100,,,,,
39055,2007,,214966.666666667,,,,,
39055,2008,,197375,,,,,
39055,2009,,190608.333333333,851,,,,
39055,2010,,195675,818,,,,
39055,2011,,186383.333333333,949,,,0.891963758149682,
39055,2012,,183141.666666667,1084,,,0.899335720924946,
39055,2013,,186041.666666667,1117,580.75,683.333333333333,0.915744452457273,
39055,2014,,192116.666666667,1123,606.5,708.416666666667,0.929921437119798,
39055,2015,,193858.333333333,1229,615.5,720.916666666667,0.926570307756333,
39055,2016,,201983.333333333,1365,513.166666666667,616.833333333333,0.933906775685778,
39055,2017,,214816.666666667,1129,500,597,0.940380926434586,
39055,2018,,227708.333333333,1314,441.416666666667,529,0.946280311219172,
39057,1997,,,,,,,
39057,1998,,,,,,,
39057,1999,,,,,,,
39057,2000,,,,,,,
39057,2001,,,,,,,
39057,2002,,,,,,,
39057,2003,,,,,,,
39057,2004,,143825,,,,,
39057,2005,,142025,,,,,
39057,2006,,144950,,,,,
39057,2007,,146225,,,,,
39057,2008,,144791.666666667,,,,,
39057,2009,,138808.333333333,,,,,
39057,2010,131.083333333333,138525,,,,0.918316213656085,
39057,2011,121.041666666667,133366.666666667,,,,0.925522718055415,
39057,2012,132.5,132633.333333333,,,,0.921421204534029,
39057,2013,120.625,131616.666666667,,696.833333333333,865.25,0.935965027340379,
39057,2014,111.958333333333,133725,,662.083333333333,836.75,0.940714659212541,
39057,2015,106.583333333333,140525,,702.416666666667,887.5,0.947345809451659,
39057,2016,95.0833333333333,145050,,562.916666666667,728.166666666667,0.960270656972129,
39057,2017,77.2916666666667,151458.333333333,,422.75,582,0.969063528876887,796.108842487828
39057,2018,70.7083333333333,166275,3261,419,578.5,0.972783683756876,833.869392014675
39057,2019,,,,,,,871.556829870397
39059,1997,,41058.3333333333,,,,,
39059,1998,,44866.6666666667,,,,,
39059,1999,,51691.6666666667,,,,,
39059,2000,,56708.3333333333,,,,,
39059,2001,,60191.6666666667,,,,,
39059,2002,,63125,,,,,
39059,2003,,65816.6666666667,,,,,
39059,2004,,69466.6666666667,,,,,
39059,2005,,81858.3333333333,,,,,
39059,2006,,82708.3333333333,,,,,
39059,2007,,78966.6666666667,,,,,
39059,2008,,76216.6666666667,,,,,
39059,2009,,75591.6666666667,,,,,
39059,2010,,73233.3333333333,,,,,
39059,2011,,73041.6666666667,,,,,
39059,2012,,73100,,,,,
39059,2013,,76708.3333333333,,130.333333333333,158.583333333333,,
39059,2014,,83041.6666666667,,135.583333333333,163.416666666667,,
39059,2015,,85391.6666666667,,150.166666666667,181.916666666667,,
39059,2016,,86275,,203.083333333333,238.416666666667,,
39059,2017,,89083.3333333333,570,198.083333333333,231.416666666667,,
39059,2018,,93608.3333333333,716,183.666666666667,216.333333333333,0.922205683845304,
39061,1997,,94708.3333333333,,,,,
39061,1998,,99283.3333333333,,,,,
39061,1999,,106458.333333333,,,,,
39061,2000,,111891.666666667,,,,,
39061,2001,,116808.333333333,,,,,
39061,2002,,122000,,,,,
39061,2003,,126708.333333333,,,,,
39061,2004,,131083.333333333,,,,,
39061,2005,,135408.333333333,,,,,
39061,2006,,137375,,,,,
39061,2007,,135225,,,,,
39061,2008,,128033.333333333,,,,,
39061,2009,,120825,,,,,
39061,2010,127.666666666667,116841.666666667,,,,0.903976127068119,
39061,2011,132.291666666667,113225,,,,0.887405476672154,
39061,2012,134.833333333333,113275,,,,0.896494745104168,
39061,2013,121.5,113316.666666667,,3402.75,4170,0.919156806728758,
39061,2014,114.375,114591.666666667,,3101.41666666667,3884.75,0.927411934687792,844.506170549667
39061,2015,103.583333333333,119916.666666667,,2894.16666666667,3712,0.940859858295109,867.75604039888
39061,2016,92.9166666666667,126008.333333333,,2438.91666666667,3225,0.949436546457909,900.486503476117
39061,2017,81.7083333333333,136208.333333333,,1982.33333333333,2712.66666666667,0.956530033425126,935.344342987895
39061,2018,71.75,145650,15122,1979.16666666667,2711.41666666667,0.963576737030982,980.672494057587
39061,2019,,,,,,,1029.02981247605
39063,1997,,86825,,,,,
39063,1998,,88850,,,,,
39063,1999,,93883.3333333333,,,,,
39063,2000,,102391.666666667,,,,,
39063,2001,,105308.333333333,,,,,
39063,2002,,104666.666666667,,,,,
39063,2003,,114225,,,,,
39063,2004,,118725,,,,,
39063,2005,,122358.333333333,,,,,
39063,2006,,121866.666666667,,,,,
39063,2007,,117300,,,,,
39063,2008,,114175,,,,,
39063,2009,,110200,,,,,
39063,2010,,109791.666666667,,,,,
39063,2011,,106158.333333333,,,,,
39063,2012,,105175,,,,0.912080456561597,
39063,2013,,108933.333333333,,340.166666666667,419.583333333333,0.93167714956384,
39063,2014,,111883.333333333,,368.416666666667,440.916666666667,0.950316912992038,
39063,2015,,113166.666666667,,361.166666666667,442.916666666667,0.944904883817209,
39063,2016,83.5833333333333,117191.666666667,,317.25,395.583333333333,0.954497949212503,
39063,2017,79.625,124991.666666667,,233.083333333333,305.416666666667,0.964218183810212,
39063,2018,72.2083333333333,133125,1137,249.083333333333,324.833333333333,0.966314736080387,
39065,2009,,,259,,,,
39065,2010,,,261,,,,
39065,2011,,,320,,,,
39065,2012,,,245,,,,
39065,2013,,,392,108.583333333333,127.416666666667,,
39065,2014,,,397,130.75,151.833333333333,,
39065,2015,,,283,106.833333333333,127.916666666667,,
39065,2016,,,423,86.75,106.25,,
39065,2017,,,537,69.25,87.75,,
39065,2018,,,495,64,81.6666666666667,,
39067,2009,,,136,,,,
39067,2010,,,115,,,,
39067,2011,,,146,,,,
39067,2012,,,162,,,,
39067,2013,,,233,48.0833333333333,58.3333333333333,,
39067,2014,,,157,50.25,58.9166666666667,,
39067,2015,,,178,63.9166666666667,75.4166666666667,,
39067,2016,,,191,69.6666666666667,81.0833333333333,,
39067,2017,,,253,56.4166666666667,67.1666666666667,,
39067,2018,,,273,67.25,79.25,,
39069,1997,,65941.6666666667,,,,,
39069,1998,,71075,,,,,
39069,1999,,77100,,,,,
39069,2000,,82116.6666666667,,,,,
39069,2001,,86483.3333333333,,,,,
39069,2002,,87350,,,,,
39069,2003,,91433.3333333333,,,,,
39069,2004,,96533.3333333333,,,,,
39069,2005,,102333.333333333,,,,,
39069,2006,,104308.333333333,,,,,
39069,2007,,101058.333333333,,,,,
39069,2008,,99041.6666666667,,,,,
39069,2009,,97300,284,,,,
39069,2010,,92541.6666666667,291,,,,
39069,2011,,90575,284,,,,
39069,2012,,90775,304,,,,
39069,2013,,93533.3333333333,338,,,,
39069,2014,,98658.3333333333,189,,,,
39069,2015,,103191.666666667,401,,137.833333333333,,
39069,2016,,108525,385,,111.75,,
39069,2017,,114416.666666667,387,,84.75,,
39069,2018,,120933.333333333,403,,87.6666666666667,,
39071,1997,,61141.6666666667,,,,,
39071,1998,,64916.6666666667,,,,,
39071,1999,,67875,,,,,
39071,2000,,71333.3333333333,,,,,
39071,2001,,76016.6666666667,,,,,
39071,2002,,79550,,,,,
39071,2003,,83500,,,,,
39071,2004,,87741.6666666667,,,,,
39071,2005,,92200,,,,,
39071,2006,,93925,,,,,
39071,2007,,95266.6666666667,,,,,
39071,2008,,90283.3333333333,,,,,
39071,2009,,84141.6666666667,512,,,,
39071,2010,,80033.3333333333,627,,,,
39071,2011,,78316.6666666667,677,,,,
39071,2012,,77883.3333333333,633,,,,
39071,2013,,79691.6666666667,686,205.5,245.666666666667,,
39071,2014,,82341.6666666667,848,190.916666666667,229.75,,
39071,2015,,85658.3333333333,804,194.416666666667,237,,
39071,2016,,87316.6666666667,932,177.25,219,,
39071,2017,,91066.6666666667,886,151,190.083333333333,,
39071,2018,,96408.3333333333,860,113.083333333333,146.5,,
39073,1997,,45658.3333333333,,,,,
39073,1998,,56358.3333333333,,,,,
39073,1999,,60091.6666666667,,,,,
39073,2000,,62091.6666666667,,,,,
39073,2001,,68766.6666666667,,,,,
39073,2002,,73275,,,,,
39073,2003,,76683.3333333333,,,,,
39073,2004,,91450,,,,,
39073,2005,,114475,,,,,
39073,2006,,118491.666666667,,,,,
39073,2007,,100858.333333333,,,,,
39073,2008,,96958.3333333333,,,,,
39073,2009,,96041.6666666667,206,,,,
39073,2010,,92741.6666666667,194,,,,
39073,2011,,91500,205,,,,
39073,2012,,86650,272,,,,
39073,2013,,91941.6666666667,365,114.416666666667,141,,
39073,2014,,90800,345,113.5,133.916666666667,,
39073,2015,,97200,363,110.666666666667,134.916666666667,,
39073,2016,,101091.666666667,424,91.6666666666667,112.916666666667,,
39073,2017,,106600,411,75.1666666666667,95.4166666666667,,
39073,2018,,122358.333333333,496,70.75,93.4166666666667,,
39075,2013,,,,57.4166666666667,68.3333333333333,,
39075,2014,,,,56.4166666666667,67.3333333333333,,
39075,2015,,,,46.1666666666667,57.75,,
39075,2016,,,,42.5833333333333,52.8333333333333,,
39075,2017,,,,43.3333333333333,52.25,,
39075,2018,,,,47,59.25,,
39077,2009,,,12,,,,
39077,2010,,,5,,,,
39077,2011,,,21,,,,
39077,2012,,,37,,,,
39077,2013,,,816,197.416666666667,,,
39077,2014,,,686,225.416666666667,,,
39077,2015,,,755,208.75,,,
39077,2016,,,888,193.916666666667,,,
39077,2017,,,774,184.5,,,
39077,2018,,,859,146,,,
39079,2009,,,255,,,,
39079,2010,,,283,,,,
39079,2011,,,241,,,,
39079,2012,,,346,,,,
39079,2013,,,383,89.6666666666667,105.833333333333,,
39079,2014,,,403,85.75,100.333333333333,,
39079,2015,,,360,123.916666666667,147.166666666667,,
39079,2016,,,488,145.333333333333,170.166666666667,,
39079,2017,,,463,111.916666666667,131.833333333333,,
39079,2018,,,538,147.416666666667,174.416666666667,,
39081,2010,,,,,,,
39081,2011,,,,,,,
39081,2012,,,,,,,
39081,2013,,,,,,,
39081,2014,,,,,,,
39081,2015,,,,,,,
39081,2016,,,,,,0.919441731031764,
39081,2017,,,,312,365,0.914486815543262,
39081,2018,,,,265.166666666667,310.583333333333,0.923428283198804,
39083,1997,,69950,,,,,
39083,1998,,75016.6666666667,,,,,
39083,1999,,78850,,,,,
39083,2000,,83408.3333333333,,,,,
39083,2001,,88116.6666666667,,,,,
39083,2002,,92041.6666666667,,,,,
39083,2003,,97075,,,,,
39083,2004,,91058.3333333333,,,,,
39083,2005,,87250,,,,,
39083,2006,,89658.3333333333,,,,,
39083,2007,,90341.6666666667,,,,,
39083,2008,,90416.6666666667,,,,,
39083,2009,,87666.6666666667,,,,,
39083,2010,,87075,,,,,
39083,2011,,84241.6666666667,,,,,
39083,2012,,78875,,,,,
39083,2013,,81308.3333333333,,376.583333333333,449.75,,
39083,2014,,86216.6666666667,,333.416666666667,400.666666666667,,
39083,2015,,111783.333333333,,325.25,420.083333333333,,
39083,2016,,122191.666666667,,293,367.083333333333,,
39083,2017,,133166.666666667,,217.333333333333,278.75,,
39083,2018,62.8333333333333,136825,,162.833333333333,219.583333333333,,
39085,1997,,116750,,,,,
39085,1998,,122358.333333333,,,,,
39085,1999,,124750,,,,,
39085,2000,,129075,,,,,
39085,2001,,133141.666666667,,,,,
39085,2002,,137775,,,,,
39085,2003,,142191.666666667,,,,,
39085,2004,,148500,,,,,
39085,2005,,154633.333333333,,,,,
